Small Unit Installation Postcode,Jan 2001 - Installations Quantity,Apr 2001 - Installations Quantity,May 2001 - Installations Quantity,Jun 2001 - Installations Quantity,Jul 2001 - Installations Quantity,Aug 2001 - Installations Quantity,Sep 2001 - Installations Quantity,Oct 2001 - Installations Quantity,Nov 2001 - Installations Quantity,Dec 2001 - Installations Quantity,Jan 2002 - Installations Quantity,Feb 2002 - Installations Quantity,Mar 2002 - Installations Quantity,Apr 2002 - Installations Quantity,May 2002 - Installations Quantity,Jun 2002 - Installations Quantity,Jul 2002 - Installations Quantity,Aug 2002 - Installations Quantity,Sep 2002 - Installations Quantity,Oct 2002 - Installations Quantity,Nov 2002 - Installations Quantity,Dec 2002 - Installations Quantity,Jan 2003 - Installations Quantity,Feb 2003 - Installations Quantity,Mar 2003 - Installations Quantity,Apr 2003 - Installations Quantity,May 2003 - Installations Quantity,Jun 2003 - Installations Quantity,Jul 2003 - Installations Quantity,Aug 2003 - Installations Quantity,Sep 2003 - Installations Quantity,Oct 2003 - Installations Quantity,Nov 2003 - Installations Quantity,Dec 2003 - Installations Quantity,Jan 2004 - Installations Quantity,Feb 2004 - Installations Quantity,Mar 2004 - Installations Quantity,Apr 2004 - Installations Quantity,May 2004 - Installations Quantity,Jun 2004 - Installations Quantity,Jul 2004 - Installations Quantity,Aug 2004 - Installations Quantity,Sep 2004 - Installations Quantity,Oct 2004 - Installations Quantity,Nov 2004 - Installations Quantity,Dec 2004 - Installations Quantity,Jan 2005 - Installations Quantity,Feb 2005 - Installations Quantity,Mar 2005 - Installations Quantity,Apr 2005 - Installations Quantity,May 2005 - Installations Quantity,Jun 2005 - Installations Quantity,Jul 2005 - Installations Quantity,Aug 2005 - Installations Quantity,Sep 2005 - Installations Quantity,Oct 2005 - Installations Quantity,Nov 2005 - Installations Quantity,Dec 2005 - Installations Quantity,Jan 2006 - Installations Quantity,Feb 2006 - Installations Quantity,Mar 2006 - Installations Quantity,Apr 2006 - Installations Quantity,May 2006 - Installations Quantity,Jun 2006 - Installations Quantity,Jul 2006 - Installations Quantity,Aug 2006 - Installations Quantity,Sep 2006 - Installations Quantity,Oct 2006 - Installations Quantity,Nov 2006 - Installations Quantity,Dec 2006 - Installations Quantity,Jan 2007 - Installations Quantity,Feb 2007 - Installations Quantity,Mar 2007 - Installations Quantity,Apr 2007 - Installations Quantity,May 2007 - Installations Quantity,Jun 2007 - Installations Quantity,Jul 2007 - Installations Quantity,Aug 2007 - Installations Quantity,Sep 2007 - Installations Quantity,Oct 2007 - Installations Quantity,Nov 2007 - Installations Quantity,Dec 2007 - Installations Quantity,Jan 2008 - Installations Quantity,Feb 2008 - Installations Quantity,Mar 2008 - Installations Quantity,Apr 2008 - Installations Quantity,May 2008 - Installations Quantity,Jun 2008 - Installations Quantity,Jul 2008 - Installations Quantity,Aug 2008 - Installations Quantity,Sep 2008 - Installations Quantity,Oct 2008 - Installations Quantity,Nov 2008 - Installations Quantity,Dec 2008 - Installations Quantity,Jan 2009 - Installations Quantity,Feb 2009 - Installations Quantity,Mar 2009 - Installations Quantity,Apr 2009 - Installations Quantity,May 2009 - Installations Quantity,Jun 2009 - Installations Quantity,Jul 2009 - Installations Quantity,Aug 2009 - Installations Quantity,Sep 2009 - Installations Quantity,Oct 2009 - Installations Quantity,Nov 2009 - Installations Quantity,Dec 2009 - Installations Quantity,Jan 2010 - Installations Quantity,Feb 2010 - Installations Quantity,Mar 2010 - Installations Quantity,Apr 2010 - Installations Quantity,May 2010 - Installations Quantity,Jun 2010 - Installations Quantity,Jul 2010 - Installations Quantity,Aug 2010 - Installations Quantity,Sep 2010 - Installations Quantity,Oct 2010 - Installations Quantity,Nov 2010 - Installations Quantity,Dec 2010 - Installations Quantity
5074,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,3,1,2,0,0,0,0,0,4,4,1,2,0,0,0,0,1,0,1,3,2,2,0,1,1,0,4,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,27,0,2,0,1,0,0,0,0,1,0,3,1,2,1,2,1,2,2,3,2,1,0,1,2,1,2,6,3,1,3,2,2,0,0,2,0,3,0,3,1,2
5075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,2,0,1,0,2,0,4,0,3,0,2,2,2,1,4,1,1,1,1,0,2,0,0,0,1,1,2,1,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,2,3,1,0,1,0,1,0,0,0,0,0,3,1,0,2,1,0,1,4,3,2,0,1,2,1,0,2,0,1,1,1
5076,0,1,0,0,2,0,0,0,0,0,2,0,1,0,1,1,2,1,0,0,0,0,0,3,1,2,0,1,1,2,2,1,2,2,0,0,0,0,2,2,0,1,0,1,1,0,0,1,0,0,1,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,3,0,1,2,0,2,3,1,1,1,9,1,0,1,2,4,2,0,0,22,0,3,0,2,0,0,3,2,1,2,1,3,0,1,0,0,1,2,0,0,2
5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,2,3,1,1,1,0,4,0,1,1,1,1,0,1,2,2,0,4,0,1,1,1,1,1,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,2,0,0,2,0,0,0,1,0,2,0,1,1,1,0,2,0,2,1,2,1,0,1,0,2,4,1,1,0,0,0,3,0,2,2,1,2,2
5082,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,1,1,4,1,1,0,1,1,0,1,0,5,1,1,2,1,1,1,2,1,2,2,1,2,0,0,0,1,0,3,0,1,0,0,0,1,0,0,2,1,1,0,2,1,2,0,1,0,1,0,1,0,2,2,2,3,2,1,2,0,2,2,0,1,3,1,2,1,3,2,0,1,3,1,3,0,0,1,3,4,4,2,2,1,1,2,2,1,3,4,2,0,1,2,1,5,4,1,2,1
5083,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,1,0,3,1,2,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,2,1,0,0,0,1,2,1,1,3,0,1,0,0,2,0,2,1,2,0,0,2,0,3,0,1,1,0,1,0,2
5084,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,1,0,1,1,1,0,1,0,2,1,0,1,0,1,1,1,0,9,4,1,5,1,1,0,0,3,2
5085,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,2,0,1,0,0,1,3,1,1,1,0,0,1,2,1,0,1,1,2,0,1,0,2,0,0,1,0,1,1,0,2,2,0,0,2,0,1,8,6,0,1,0,0,0,3,3,0,0,3,0,1,0,1,3,0,1,0,1,2,1,0,0,0,0,0,2,2,2,1,2,1,1,0,1,1,0,2,1,0,4,2,3,1,0,0,2,4,2,1,0,1,0,1,0,1,0,14,16,13
5086,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,2,2,2,0,0,1,2,0,0,3,0,0,3,0,1,0,0,3,1,1,1,4,1,2,10,5,11,2,2,1,3,1,0,8,2,2,5,3,1,1,0,3,2,1,2,4,2,4,1,6,3,2,1,6,3,3,6,13,6,3,1,14,12,2,2,1,4,0,5,4,2,2,2,10,4,0,1,5,3,1,3,2,2,2,0,0,2,2
5087,0,0,0,1,0,1,0,0,0,0,0,1,2,1,2,0,0,0,1,0,1,0,0,1,3,1,1,0,1,3,0,0,0,2,1,1,2,1,2,0,3,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,3,1,0,1,0,0,1,1,1,0,0,0,3,2,2,3,0,2,2,1,1,0,1,2,1,2,2,2,1,1,5,1,0,3,2,2,2,1,4,1,1,1,0,1
5088,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0
5089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,1,1,0,1,0,0,1,0,0,0,3,2,0,1,1,1,2,3,0,1,0,0,1,0,0,3,2,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,2,1,0,2,1,0,0,1,0,0,2,2,1,3,4,1,1,1,0,0,2,4,0,0,0,4,2,1,2,0,4,1,1,3,4,1,1,1,0,0,0,2,0,1,0
5090,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0,2,0,1,1,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,0,1,1,3,0,2,2,1,1,0,2,0,0,1,2,1,3,2,1,1,1,1,2,2,2,5,4,1,1,1,2,3,1,0,2,1,0,1,1
5091,0,0,0,0,3,1,0,1,1,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,3,1,0,3,2,2,1,0,1,2,0,1,1,0,2,2,4,2,1,1,0,0,2,1,0,1,1,2,3,0,1,1,0,1,0,1,1,0,0,0,1,2,0,0,1,0,0,2,1,0,0,2,0,2,0,2,1,0,1,3,2,5,1,0,1,0,0,0,2,0,5,2,2,5,0,2,3,0,2,1,1,5,1,5,1,0,2,1,0,2,0,1
5092,0,0,0,0,0,1,2,2,0,2,0,1,2,1,1,0,0,0,0,1,2,1,1,1,3,1,0,1,2,0,0,2,1,2,0,1,1,2,4,2,0,0,0,0,2,1,1,0,0,1,4,0,0,1,2,2,1,0,0,0,1,1,2,2,5,0,0,1,0,0,1,1,1,1,1,1,2,2,3,0,3,0,1,1,3,0,3,6,0,2,1,2,3,1,2,1,1,2,5,2,6,3,4,1,2,6,2,4,2,4,1,1,1,2,4,0,2,2
5093,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,2,0,2,1,5,0,0,2,5,1,1,3,0,0,2,0,1,1,1,0,1,0,0,0,2,0,2,0,1,1,0,1,2,0,1,1,0,0,1,2,1,0,1,0,1,0,2,2,1,0,1,0,3,0,0,0,1,0,0,1,1,0,3,1,1,4,3,3,1,1,1,1,1,3,0,4,0,3,3,3,1,1,1,3,1,1,3,4,0,1,2,0,1,3,0,1,1
5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,2,0,1,0,2,2,0,0,0,1,2,2,0,1,1,1,2,3,4,6,7,1,16,10,13,20,14,18,11,18,15,15,23,6,14,26,12,23,31,14,19,14,22,29,17,9,17,14,17,22,5,28,59,24,34,21,16,3,15,18,19,13,31,33,23,12,39,32,11,10,34,14,19,26,12,23,18,19,12,10,13,16,6,18,8,11,19,14,7,15,27,8,16
5096,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,2,1,1,1,1,0,3,1,1,3,2,0,1,1,0,2,0,2,1,0,2,0,1,0,1,1,0,0,1,0,2,0,0,1,2,0,2,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,2,0,0,1,1,1,3,1,1,2,1,1,1,1,2,1,3,0,0,1,1,2,1,1,0,1,1,1,0,2,2,1,3,2,0,3,1,2,0,1,0,0,1,3,0,0
5097,0,1,0,0,2,1,0,1,1,0,0,0,0,0,2,0,0,2,2,2,1,1,1,1,0,4,1,1,0,2,3,2,0,0,1,2,1,1,2,0,1,2,1,1,3,0,0,3,2,1,2,0,3,1,3,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,2,0,2,0,1,2,1,2,1,0,2,2,0,1,1,6,2,3,1,2,2,1,2,2,3,3,5,2,1,3,3,1,0,7,2,3,1,0,1,1,4,0,3,3,2,1
5098,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,1,3,3,0,1,4,1,0,0,2,4,0,2,1,2,1,2,0,5,5,1,1,2,0,2,1,1,2,2,2,1,2,0,1,0,1,0,2,3,1,2,1,1,2,0,1,2,0,1,0,0,1,2,0,3,2,2,2,6,0,3,4,2,2,3,5,0,4,3,3,2,1,3,4,3,1,2,2,5,0,3,6,1,4,3,3,11,1,1,2,2,6,3,1,2,4
5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,2,0,7,1,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,1,2,1,0,1,0,1,1,1,2,1,1,5,3,0,3,0,1,0,1,1,1,1,0,4,3,2,0,3,1,1,0,2,4,1,1,0,2,1,1,2,1,5,10
5108,0,0,0,0,1,3,0,3,0,2,0,0,0,0,2,0,0,0,0,0,1,0,2,1,6,4,5,6,7,5,2,5,8,2,3,1,3,4,0,0,3,4,4,1,0,2,3,2,2,1,4,1,3,1,2,2,5,4,0,1,1,0,4,2,1,1,0,1,0,1,8,9,0,2,1,2,8,3,2,3,1,1,6,3,3,2,10,10,3,8,3,6,3,3,4,0,4,4,9,11,11,4,8,5,3,5,7,4,4,7,4,4,27,6,7,16,7,11
5109,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,1,6,1,2,4,0,4,1,3,2,2,1,2,0,2,0,3,2,2,1,2,1,0,2,0,2,4,0,2,3,2,1,4,1,0,1,0,1,1,1,3,0,2,1,2,3,0,0,1,0,0,0,2,2,3,2,5,2,1,0,4,2,1,1,1,3,1,3,3,9,4,1,5,2,4,2,1,5,8,3,6,2,6,1,3,2,2,1,4,4,3,5,13,3,5,0,1,3,3,2
5110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1,0,2,0,0,1,1,0,0,0,1,2,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,2,1,0,1,1,2,1,1,0,0,2,2,2,1,0,0,1,0,0,0,0,1,1,2,2,1,0,2,1,4,1,2,1,2,1,0,1,2,0,1,0,4,7
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,0,1,0,0,1,1,1,1,1,3,3,0,1,0,1,0,2,5,3,3,8,5,4,3,6,4,5,2,2,3,6,1,8,4,3,3,2,3,10,7,0,0,2,0,3,1,1,2,1,1,4,2,3,3,5,2,1,3,0,2,1,3,4,1,0,1,1,1,0,1,2,2,1,1,0,4,3,1,3,4,2,1,1,6,4,3,7,6,3,2,3,9,4,3,5,7,2,7,5,9,10,11,5,9,5,10,9,5,5,1,4,3,3,3,5,5,4,8
5113,0,1,0,1,2,3,0,2,1,0,4,1,0,1,0,0,0,3,1,3,3,7,4,6,3,1,4,3,7,3,0,4,6,1,3,1,3,3,1,1,4,1,1,3,2,3,3,7,7,3,4,5,2,0,5,3,0,1,2,3,0,3,1,1,2,2,5,2,2,2,0,1,2,1,4,1,0,2,3,2,4,1,2,0,5,7,5,9,6,1,4,5,9,4,7,4,3,5,4,15,5,6,9,11,7,4,10,13,7,11,6,8,20,18,8,11,3,3
5114,0,0,0,0,2,0,1,0,1,2,0,1,1,0,0,3,1,2,2,6,4,5,0,4,4,0,4,4,5,2,3,6,4,1,2,5,4,3,4,4,3,2,2,2,4,1,1,2,2,6,1,1,1,1,2,2,3,1,1,3,1,1,1,2,1,4,2,5,3,1,1,3,1,1,2,0,0,2,1,8,4,5,3,2,0,2,9,10,1,3,4,2,4,2,4,2,4,1,5,4,9,2,4,14,17,22,3,14,12,3,7,8,6,9,15,13,32,28
5115,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,2,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,2,1,2,0,0,1,0,0,4,0,3,2,2,14,38,28
5116,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,1,2,2,0,2,0,1,1,1,2,2,1,0,0,0,2,2,1,1,1,3,0,3,2,0,0,3,1,1,0,0,4,0,2,2,1,0,1,0,0,0,0,0,1,1,1,0,2,0,0,1,2,1,0,0,0,1,1,1,0,2,1,0,0,2,5,5,1,2,2,1,1,2,1,2,0,0,3,2,1,0,2,1,6,3,0,4,1,2,0,0,3,0,2,0,2,6
5117,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,3,2,0,1,1,0,0,0,2,1,3,0,0,0,0,1,2,3,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,3,0,1,0,1,1,2,1,1,0,0,0,1,0,0,1,0,1,1,1,2,0,0,1,1,1,2,0,0,1,1,0,1,0,0,2,1,1,2,0
5118,0,0,2,0,2,1,0,3,1,4,0,3,3,0,6,2,2,3,5,5,6,9,6,8,6,6,2,6,7,9,8,7,5,5,5,2,6,7,5,5,6,6,3,5,4,1,4,4,1,10,3,4,2,0,2,2,4,2,1,3,1,3,3,3,3,6,5,2,4,0,2,3,2,0,2,5,2,5,8,3,5,4,1,6,4,5,3,9,3,3,4,8,6,4,7,2,4,2,9,7,13,5,12,6,6,5,8,5,8,3,5,5,2,6,5,3,7,5
5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,2,0,0,0,0,1,0,1,1,0
5121,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,16,11,1,0,0,0,1,1,0,0,1,0
5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,2,3,2,0,2,0,2,0,2,2,7,4,2,0,1,1,1,1,0,1,0,1,1,5,2,3,2,1,0,2,0,3,1,1,3,1,2,2,2,0,1,1
5126,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,2,0,0,2,0,0,0,0,1,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,2,0,1,2,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,1,0,1,1,1,3,3,1,2,2,0,1,0,1,3,0,2,0,0,1,2,1,1,1,2,1,2,2,0,0,4,1,0,0,1,0,2
5127,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,2,0,2,0,1,1,1,0,0,0,2,0,0,0,1
5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,2,0,1,0,1,0,4,2,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,1,1,2,0,0,0,1,1,0,0,0,2,1,2,0,1,0,1,0,0,0,0,1,0
5132,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
5134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
