Small Unit Installation Postcode,Jan 2011 - Installation Quantity,Feb 2011 - Installation Quantity,Mar 2011 - Installation Quantity,Apr 2011 - Installation Quantity,May 2011 - Installation Quantity,Jun 2011 - Installation Quantity,Jul 2011 - Installation Quantity,Aug 2011 - Installation Quantity,Sep 2011 - Installation Quantity,Oct 2011 - Installation Quantity,Nov 2011 - Installation Quantity,Dec 2011 - Installation Quantity,Jan 2012 - Installation Quantity,Feb 2012 - Installation Quantity,Mar 2012 - Installation Quantity,Apr 2012 - Installation Quantity,May 2012 - Installation Quantity,Jun 2012 - Installation Quantity,Jul 2012 - Installation Quantity,Aug 2012 - Installation Quantity,Sep 2012 - Installation Quantity,Oct 2012 - Installation Quantity,Nov 2012 - Installation Quantity,Dec 2012 - Installation Quantity,Jan 2013 - Installation Quantity,Feb 2013 - Installation Quantity,Mar 2013 - Installation Quantity,Apr 2013 - Installation Quantity,May 2013 - Installation Quantity,Jun 2013 - Installation Quantity,Jul 2013 - Installation Quantity,Aug 2013 - Installation Quantity,Sep 2013 - Installation Quantity,Oct 2013 - Installation Quantity,Nov 2013 - Installation Quantity,Dec 2013 - Installation Quantity,Jan 2014 - Installation Quantity,Feb 2014 - Installation Quantity,Mar 2014 - Installation Quantity,Apr 2014 - Installation Quantity,May 2014 - Installation Quantity,Jun 2014 - Installation Quantity,Jul 2014 - Installation Quantity,Aug 2014 - Installation Quantity,Sep 2014 - Installation Quantity,Oct 2014 - Installation Quantity,Nov 2014 - Installation Quantity,Dec 2014 - Installation Quantity,Jan 2015 - Installation Quantity,Feb 2015 - Installation Quantity,Mar 2015 - Installation Quantity,Apr 2015 - Installation Quantity,May 2015 - Installation Quantity,Jun 2015 - Installation Quantity,Jul 2015 - Installation Quantity,Aug 2015 - Installation Quantity,Sep 2015 - Installation Quantity,Oct 2015 - Installation Quantity,Nov 2015 - Installation Quantity,Dec 2015 - Installation Quantity,Jan 2016 - Installation Quantity,Feb 2016 - Installation Quantity,Mar 2016 - Installation Quantity,Apr 2016 - Installation Quantity,May 2016 - Installation Quantity,Jun 2016 - Installation Quantity,Jul 2016 - Installation Quantity,Aug 2016 - Installation Quantity,Sep 2016 - Installation Quantity,Oct 2016 - Installation Quantity,Nov 2016 - Installation Quantity,Dec 2016 - Installation Quantity,Jan 2017 - Installation Quantity,Feb 2017 - Installation Quantity,Mar 2017 - Installation Quantity,Apr 2017 - Installation Quantity,May 2017 - Installation Quantity,Jun 2017 - Installation Quantity,Jul 2017 - Installation Quantity,Aug 2017 - Installation Quantity,Sep 2017 - Installation Quantity,Oct 2017 - Installation Quantity,Nov 2017 - Installation Quantity,Dec 2017 - Installation Quantity,Jan 2018 - Installation Quantity,Feb 2018 - Installation Quantity,Mar 2018 - Installation Quantity,Apr 2018 - Installation Quantity,May 2018 - Installation Quantity,Jun 2018 - Installation Quantity,Jul 2018 - Installation Quantity,Aug 2018 - Installation Quantity,Sep 2018 - Installation Quantity,Oct 2018 - Installation Quantity,Nov 2018 - Installation Quantity,Dec 2018 - Installation Quantity,Jan 2019 - Installation Quantity,Feb 2019 - Installation Quantity,Mar 2019 - Installation Quantity,Apr 2019 - Installation Quantity,May 2019 - Installation Quantity,Jun 2019 - Installation Quantity,Jul 2019 - Installation Quantity,Aug 2019 - Installation Quantity,Sep 2019 - Installation Quantity,Oct 2019 - Installation Quantity,Nov 2019 - Installation Quantity,Dec 2019 - Installation Quantity,Jan 2020 - Installation Quantity,Feb 2020 - Installation Quantity,Mar 2020 - Installation Quantity,Apr 2020 - Installation Quantity,May 2020 - Installation Quantity,Jun 2020 - Installation Quantity,Jul 2020 - Installation Quantity,Aug 2020 - Installation Quantity,Sep 2020 - Installation Quantity,Oct 2020 - Installation Quantity,Nov 2020 - Installation Quantity,Dec 2020 - Installation Quantity,Jan 2021 - Installation Quantity,Feb 2021 - Installation Quantity,Mar 2021 - Installation Quantity,Apr 2021 - Installation Quantity,May 2021 - Installation Quantity,Jun 2021 - Installation Quantity,Jul 2021 - Installation Quantity,Aug 2021 - Installation Quantity,Sep 2021 - Installation Quantity,Oct 2021 - Installation Quantity,Nov 2021 - Installation Quantity,Dec 2021 - Installation Quantity,Jan 2022 - Installation Quantity,Feb 2022 - Installation Quantity,Mar 2022 - Installation Quantity,Apr 2022 - Installation Quantity,May 2022 - Installation Quantity,Jun 2022 - Installation Quantity,Jul 2022 - Installation Quantity,Aug 2022 - Installation Quantity,Sep 2022 - Installation Quantity,Oct 2022 - Installation Quantity,Nov 2022 - Installation Quantity,Dec 2022 - Installation Quantity,Jan 2023 - Installation Quantity,Feb 2023 - Installation Quantity,Mar 2023 - Installation Quantity,Apr 2023 - Installation Quantity,May 2023 - Installation Quantity,Jun 2023 - Installation Quantity,Jul 2023 - Installation Quantity,Aug 2023 - Installation Quantity,Sep 2023 - Installation Quantity,Oct 2023 - Installation Quantity,Nov 2023 - Installation Quantity,Dec 2023 - Installation Quantity,Jan 2024 - Installation Quantity,Feb 2024 - Installation Quantity,Mar 2024 - Installation Quantity,Apr 2024 - Installation Quantity,May 2024 - Installation Quantity,Jun 2024 - Installation Quantity,Jul 2024 - Installation Quantity,Aug 2024 - Installation Quantity,Sep 2024 - Installation Quantity,Oct 2024 - Installation Quantity,Nov 2024 - Installation Quantity,Dec 2024 - Installation Quantity,Jan 2025 - Installation Quantity,Feb 2025 - Installation Quantity,Mar 2025 - Installation Quantity,Apr 2025 - Installation Quantity
6147,3,6,5,3,7,6,5,2,5,5,4,3,5,4,3,4,3,5,8,2,2,4,4,3,4,1,6,3,4,7,0,4,7,3,2,3,8,3,8,6,2,4,3,1,3,5,0,1,3,2,4,10,8,5,1,8,3,4,4,2,3,4,3,3,6,6,3,7,4,5,8,3,2,2,3,2,2,1,4,5,2,1,5,4,3,2,2,1,4,2,5,5,0,1,5,2,1,2,3,1,3,4,1,2,4,4,4,1,0,5,2,2,2,5,3,1,2,5,1,0,4,2,2,1,1,6,4,1,2,4,2,2,3,3,1,5,5,11,1,1,2,1,2,1,1,0,5,4,3,7,8,5,5,4,1,1,3,4,2,1,2,4,3,1,3,3,2,0,0,1,1,2
6148,6,8,5,5,2,2,4,8,13,6,6,3,5,5,4,9,13,6,6,6,6,9,8,8,8,4,6,3,6,6,7,5,4,6,5,0,11,2,6,4,3,4,8,3,5,6,4,3,6,5,6,11,9,5,5,6,3,1,7,5,5,2,3,7,9,3,8,5,7,5,9,4,3,5,6,3,5,9,5,4,4,5,3,0,5,5,4,3,3,6,7,2,7,7,6,3,4,2,5,6,5,10,7,6,5,4,6,5,1,4,5,7,7,3,4,6,7,7,2,3,4,5,5,6,7,7,8,7,5,5,2,5,1,8,3,4,2,11,1,6,5,1,4,2,8,4,3,8,8,4,12,3,2,6,3,3,5,5,4,7,3,4,6,9,6,0,1,2,3,3,3,0
6149,10,12,7,11,6,8,6,5,1,2,2,5,5,8,6,5,9,13,5,3,5,3,4,5,6,5,4,6,9,5,10,7,2,8,6,3,8,4,3,5,8,5,4,7,9,7,8,5,4,2,2,9,5,4,4,8,3,8,2,3,6,3,8,7,4,4,11,9,9,5,6,5,7,7,7,8,8,4,8,7,10,9,4,5,3,8,4,8,6,5,10,3,5,9,5,2,5,5,7,9,10,3,7,7,6,8,3,5,4,2,4,7,6,6,9,4,1,9,5,5,7,9,6,5,5,7,10,4,11,5,11,3,7,5,4,5,8,6,5,0,4,9,0,7,5,5,2,13,8,6,15,6,2,11,6,3,3,6,3,6,7,5,2,4,4,5,3,1,0,2,4,2
6150,4,4,7,3,6,5,3,3,1,3,2,0,3,6,1,2,3,3,1,5,4,3,4,1,5,0,5,5,2,3,1,2,1,1,4,2,0,5,4,0,1,2,1,0,2,3,3,1,3,3,4,2,6,2,2,2,0,3,0,3,2,0,1,1,1,5,2,4,4,3,4,2,2,2,1,3,4,1,4,3,4,4,3,4,5,1,5,4,4,3,2,2,0,0,2,2,3,2,5,5,8,5,7,2,1,5,0,0,3,3,3,2,1,5,1,4,2,2,0,5,3,1,2,0,1,8,2,2,6,4,4,2,0,0,2,1,4,3,2,2,1,6,1,0,3,3,2,1,4,4,8,4,3,1,2,3,1,4,2,2,2,3,3,2,1,2,1,0,2,3,0,0
6151,0,4,4,4,3,0,1,1,4,2,2,1,1,4,4,3,7,1,0,0,3,4,3,4,1,4,1,1,2,6,2,2,0,0,0,1,0,3,2,0,1,3,0,1,1,3,0,0,1,0,3,5,4,2,1,2,0,0,3,3,3,5,0,3,1,1,2,2,1,7,2,0,0,2,1,2,0,1,3,1,0,1,2,0,2,2,3,1,1,2,1,1,1,1,0,1,1,1,1,2,0,0,0,1,2,0,0,0,0,1,0,0,2,2,3,1,1,1,1,1,1,1,0,0,2,3,1,1,3,3,2,0,3,1,0,2,1,1,2,2,1,0,0,2,2,2,2,1,0,1,1,4,0,1,1,1,1,2,1,1,3,0,1,0,0,2,6,0,1,0,0,2
6152,1,4,10,8,9,6,5,6,4,1,4,5,3,0,5,4,9,4,4,3,6,3,4,0,3,7,2,3,5,3,3,3,2,7,1,2,1,5,1,2,7,7,7,4,1,1,5,5,0,6,5,3,6,6,3,3,3,3,6,3,2,5,2,3,5,4,2,5,2,0,2,1,2,3,1,3,2,6,5,2,2,3,2,2,9,1,2,3,3,2,1,1,3,2,2,3,1,2,2,1,3,6,3,2,2,4,4,1,5,9,2,5,3,3,5,1,4,2,3,4,2,4,3,1,8,3,5,8,3,1,2,3,1,4,4,5,2,6,2,1,2,2,4,0,3,3,0,1,1,6,4,3,1,6,1,3,3,2,1,0,8,5,2,2,3,5,3,4,3,3,5,1
6153,4,2,5,6,7,10,1,5,5,4,3,4,3,7,6,1,4,7,1,4,2,5,2,2,4,4,5,4,4,5,5,2,3,2,3,6,2,5,1,1,3,2,2,3,3,4,5,4,2,3,3,5,6,5,2,4,1,2,2,6,5,3,1,4,3,1,9,4,5,5,2,3,1,4,0,1,1,1,3,3,5,3,3,7,3,3,1,1,3,2,3,3,2,3,0,1,4,1,4,4,4,4,1,6,3,3,1,1,2,2,5,2,4,4,4,2,4,6,3,3,2,3,5,1,7,2,1,3,2,5,4,2,1,0,4,2,7,3,1,3,3,2,0,2,5,1,2,6,0,3,4,2,4,4,0,1,4,0,2,3,1,1,2,1,1,2,1,3,0,1,4,4
6154,3,4,8,4,6,5,0,2,6,2,6,5,3,2,3,6,6,3,1,3,0,1,2,1,0,2,4,6,2,5,2,3,1,1,1,3,1,2,1,2,2,3,3,1,1,2,2,4,6,3,6,3,0,5,3,2,3,2,1,3,2,1,0,1,2,3,3,2,1,3,2,2,0,0,2,1,3,5,3,3,4,2,5,3,1,3,2,5,5,3,7,4,2,2,2,3,5,3,2,1,6,4,9,2,2,3,2,0,0,1,3,2,4,4,7,4,2,3,0,1,1,4,2,1,5,4,0,1,3,4,5,0,0,0,1,3,11,4,0,3,0,2,1,2,1,0,1,2,6,2,1,3,3,3,1,3,2,1,4,1,3,3,3,2,2,0,0,2,3,5,1,1
6155,14,20,20,20,21,21,9,20,12,6,10,9,15,11,21,15,12,13,21,13,10,12,9,3,6,11,14,7,17,18,8,12,11,12,19,13,14,6,7,8,10,15,16,5,19,12,6,13,11,10,10,14,11,18,9,12,9,9,11,13,10,13,7,16,15,11,11,16,15,13,18,14,8,7,10,5,10,8,11,12,12,9,4,6,6,3,12,10,11,12,8,14,10,8,11,9,13,11,13,9,19,8,12,11,12,11,3,7,8,11,11,12,12,12,17,12,9,6,4,7,12,8,10,5,12,15,10,13,10,10,6,3,7,3,6,10,14,15,10,12,12,15,13,7,8,3,5,9,11,12,25,4,6,7,10,1,7,7,7,4,8,9,6,2,6,11,5,6,8,6,4,6
6156,3,4,4,4,6,7,3,5,6,1,5,2,0,5,5,5,7,5,14,2,0,5,7,2,1,6,3,7,8,8,3,5,2,7,1,5,5,3,5,2,6,6,3,5,3,2,4,1,2,3,2,2,2,2,3,4,5,3,0,1,3,3,0,5,5,3,3,4,1,4,7,2,3,4,2,2,3,4,3,4,4,1,2,3,1,4,2,3,3,7,3,3,2,5,4,3,6,5,8,2,5,2,3,4,2,1,2,3,3,1,5,3,5,5,2,2,4,4,3,2,1,7,4,4,4,4,1,4,3,8,2,3,3,2,2,5,2,2,4,2,5,2,4,4,3,5,5,4,3,3,3,3,1,4,1,2,6,2,3,7,2,4,4,3,2,2,2,0,2,2,1,1
6157,2,5,7,7,6,4,5,7,3,7,4,2,5,3,6,4,6,3,3,4,3,4,2,2,0,0,2,5,4,2,3,3,3,1,3,1,0,4,5,4,2,4,0,4,2,3,2,2,1,1,2,3,1,4,3,4,4,4,3,1,6,5,2,6,2,3,3,3,2,4,2,1,0,4,7,4,6,5,4,2,4,2,5,2,3,1,2,2,3,6,1,1,2,6,3,5,5,5,7,0,2,4,6,3,3,2,2,1,4,1,5,3,1,4,3,1,3,1,2,2,2,0,4,2,4,3,2,4,1,3,4,1,0,2,5,0,4,7,1,3,2,6,2,1,2,3,3,1,2,4,1,1,4,6,0,1,0,1,1,0,3,5,1,3,0,1,1,1,1,7,0,1
6158,1,5,2,3,1,2,0,1,0,2,2,1,3,2,1,1,4,0,2,1,1,4,2,2,1,0,2,5,4,1,1,2,0,0,2,1,3,2,1,4,4,0,0,1,3,2,1,3,0,0,3,3,0,0,0,2,2,1,4,1,0,1,1,1,0,2,3,1,1,0,2,1,1,1,2,0,0,2,2,1,3,1,1,1,2,0,2,2,3,2,2,0,2,0,3,0,0,3,1,3,3,3,1,2,3,1,2,1,0,3,2,2,0,1,7,0,1,1,4,1,0,1,0,0,1,1,4,8,0,2,1,2,0,1,1,2,2,1,0,1,2,0,1,2,1,1,2,2,0,4,3,0,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
6159,0,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6160,2,0,0,2,2,2,1,1,0,1,2,2,1,1,0,1,1,2,1,0,0,1,2,2,1,3,2,4,3,4,0,1,1,2,1,1,1,3,1,1,3,2,2,1,4,1,0,2,1,1,1,0,4,5,0,1,2,1,2,3,1,1,2,2,3,2,1,1,0,0,0,3,0,1,2,2,2,3,1,1,0,0,0,0,1,0,1,0,0,2,0,1,3,1,3,0,1,1,4,7,1,1,1,2,2,2,1,0,2,0,2,3,3,6,2,1,3,2,0,2,0,1,3,0,1,1,0,4,1,1,0,0,1,0,0,0,1,2,1,0,2,0,0,3,1,1,0,0,0,1,2,3,0,2,0,0,1,1,1,3,2,0,2,1,3,1,1,0,0,1,2,0
6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6162,1,3,3,3,9,1,7,2,2,9,7,6,6,6,2,6,5,7,5,5,3,7,4,5,5,2,4,7,4,7,4,9,3,3,4,0,0,8,2,5,5,7,9,3,4,3,1,3,1,2,8,3,4,4,4,6,3,4,3,2,1,3,3,3,1,4,2,3,3,4,1,3,1,4,5,4,10,3,5,2,2,2,7,0,4,8,2,4,2,6,1,3,3,8,3,4,1,3,6,3,6,7,4,3,2,5,0,5,6,3,4,5,6,2,3,1,5,8,4,1,4,5,6,3,4,5,5,8,9,5,2,8,1,4,2,3,6,4,1,4,4,1,5,2,0,0,2,2,6,2,1,4,1,4,2,0,3,1,3,1,1,5,4,4,1,3,2,2,1,2,1,1
6163,20,12,22,15,23,28,15,17,10,18,22,13,22,17,14,13,31,24,12,21,10,18,14,16,22,13,10,14,18,16,14,13,10,10,15,15,14,12,17,13,29,19,21,14,23,24,14,11,15,18,22,17,23,25,12,25,20,12,18,18,14,17,17,23,15,13,19,22,9,15,22,16,7,20,16,10,13,13,13,20,16,6,16,9,12,18,11,10,23,12,17,23,9,21,17,10,15,18,15,15,22,18,24,20,16,9,12,13,18,16,16,23,30,23,19,14,19,17,13,16,10,12,14,13,27,16,26,19,16,16,20,11,7,18,14,16,17,20,17,17,19,8,14,11,12,11,17,7,20,17,12,10,14,11,7,17,7,8,6,7,19,18,16,20,12,8,10,12,9,6,13,4
6164,12,14,30,24,24,14,27,22,17,15,21,7,21,23,21,14,24,14,26,18,19,11,21,14,18,26,18,7,15,18,11,20,11,8,16,7,11,7,16,17,17,20,12,8,11,23,14,10,12,8,20,10,10,25,23,18,19,18,11,23,12,11,21,9,13,9,8,19,9,13,13,11,4,14,13,10,10,16,12,9,7,11,17,6,6,12,11,13,9,4,10,11,4,10,11,5,9,10,10,7,12,6,8,10,7,4,14,11,10,11,9,13,15,5,6,8,15,12,9,4,4,12,12,8,12,9,7,12,9,10,5,13,4,7,9,3,12,7,8,8,5,4,3,7,7,12,5,5,10,10,6,5,5,9,9,3,7,7,9,10,15,2,2,6,11,7,5,5,4,4,0,5
6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6166,1,3,3,4,2,6,3,4,3,5,3,3,3,8,2,0,1,3,5,6,0,6,2,1,1,4,5,6,2,3,5,5,4,4,4,3,2,3,6,5,1,3,2,4,6,5,2,4,3,7,3,4,4,2,2,2,2,3,4,2,5,2,5,6,6,6,1,3,3,4,1,0,5,3,0,4,2,3,4,6,2,1,3,0,1,1,1,5,2,5,5,0,2,0,3,1,0,1,0,2,3,1,1,0,2,4,0,1,3,4,3,1,3,1,1,5,0,4,2,3,1,2,2,1,2,0,4,1,1,1,3,0,3,7,2,3,2,3,0,5,4,2,0,2,0,3,1,2,2,3,1,1,2,0,3,0,2,2,2,0,2,1,2,1,1,0,2,0,1,1,1,1
6167,12,10,20,13,12,15,11,16,12,14,10,10,6,15,6,7,16,7,11,10,14,9,10,5,7,12,3,13,10,9,9,7,6,5,13,5,5,11,13,11,15,10,6,7,5,13,6,8,8,6,8,6,7,10,8,8,7,7,4,5,6,3,5,6,18,10,12,10,14,8,7,5,8,2,4,4,6,6,5,14,6,10,6,4,8,5,3,5,13,10,4,8,4,4,3,3,2,4,5,0,4,5,6,5,2,6,11,1,3,3,7,6,7,11,9,7,8,12,8,2,6,3,8,6,5,4,8,5,9,2,4,2,5,8,1,3,8,0,7,4,6,5,7,1,2,4,4,2,5,2,3,3,6,8,10,5,2,6,4,4,6,3,4,4,5,6,2,1,5,1,1,0
6168,11,11,15,8,20,10,12,12,10,8,14,4,8,11,9,10,13,10,10,9,12,6,7,6,5,10,7,12,9,15,8,7,9,14,10,8,6,6,7,5,11,7,11,9,8,6,10,8,11,6,6,7,8,8,12,12,7,13,7,8,3,4,2,6,12,12,11,9,16,9,10,11,8,9,10,9,17,12,4,13,5,2,11,2,7,6,5,4,7,6,11,6,6,6,10,8,5,7,3,8,9,4,5,14,8,4,9,6,6,4,5,7,10,7,5,6,6,6,3,3,0,5,9,4,11,6,5,5,2,6,8,6,6,5,4,2,3,10,5,6,3,8,2,2,6,5,5,1,7,5,14,3,5,5,5,6,6,6,5,1,4,6,2,7,2,4,2,5,7,2,3,1
6169,19,17,26,22,21,22,8,17,12,19,17,7,8,11,14,13,17,7,12,8,11,13,12,7,17,5,7,12,15,7,16,14,9,12,10,5,10,6,10,12,18,11,9,20,14,15,11,12,11,13,9,8,10,10,11,13,11,19,8,13,12,8,9,13,7,16,18,12,21,13,12,10,8,3,13,11,17,20,13,19,9,11,8,11,10,6,10,10,16,19,10,9,10,5,7,7,8,5,9,9,9,5,5,13,8,10,5,9,6,7,6,5,22,8,21,12,8,4,12,8,8,9,9,14,11,17,6,12,8,5,8,7,8,6,8,5,10,14,3,11,8,5,12,5,10,8,7,7,11,6,13,14,3,11,9,6,3,10,5,9,7,7,4,9,1,5,4,0,7,5,7,3
6170,3,9,6,4,4,5,9,4,11,5,9,2,2,5,5,2,2,7,2,5,8,1,6,3,2,4,7,4,3,4,6,7,2,7,5,7,8,3,12,2,5,7,12,5,7,5,5,3,6,5,8,9,10,4,9,8,15,12,4,5,6,5,7,9,6,3,4,7,1,2,2,1,3,2,5,1,2,3,3,2,3,5,3,2,5,0,1,1,1,1,2,1,1,3,2,1,2,0,1,1,2,2,4,2,2,2,0,0,1,1,1,2,2,1,0,0,1,2,0,1,1,1,1,0,3,2,1,2,2,1,1,2,2,0,1,0,1,3,3,2,0,2,1,3,2,1,3,2,1,1,2,1,0,1,1,2,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1
6171,13,26,14,14,12,26,21,20,17,13,27,11,9,12,15,7,12,15,12,17,12,22,9,5,15,12,11,13,10,10,9,17,14,16,12,11,19,20,4,17,11,28,12,16,17,16,16,13,15,9,25,8,14,15,10,18,14,11,19,8,4,10,9,22,10,11,4,4,4,3,9,7,2,4,6,6,10,11,7,1,3,4,6,5,2,3,6,5,4,6,3,1,4,5,4,4,1,2,2,2,1,2,1,2,5,1,4,2,3,4,1,2,6,7,0,2,4,2,3,1,1,1,4,0,6,1,4,2,2,3,5,1,4,1,6,3,3,3,2,6,1,4,5,2,1,2,1,2,4,3,1,2,2,4,3,1,1,2,4,4,3,1,4,1,3,1,1,1,2,3,2,1
6172,4,5,3,1,6,2,6,3,4,6,4,2,2,3,2,4,1,3,6,5,4,3,4,0,0,4,3,2,3,3,3,3,4,5,0,0,2,3,1,0,1,1,1,1,7,3,4,1,1,1,3,5,4,1,4,3,2,3,1,1,2,1,1,1,2,1,1,2,2,0,1,0,2,2,1,1,1,2,2,4,3,1,1,0,2,0,1,3,2,5,2,2,2,2,2,0,0,0,1,0,2,0,1,1,2,1,0,1,0,1,0,1,0,3,2,1,4,4,5,0,0,2,1,1,3,0,3,1,1,2,0,1,0,0,2,1,1,0,2,4,1,2,1,3,0,1,0,2,0,1,3,2,0,1,4,1,2,2,0,3,0,3,2,0,1,0,0,2,0,2,0,0
6173,5,3,5,5,3,1,2,6,4,1,7,0,3,2,3,2,4,2,1,4,5,5,3,3,1,3,2,4,2,2,4,4,2,0,3,6,1,2,2,3,0,1,1,3,1,2,1,2,3,1,3,2,1,4,1,1,0,3,3,1,0,1,1,1,1,4,1,0,4,1,0,1,4,3,0,1,3,2,0,3,2,0,2,0,1,1,1,1,1,3,1,1,1,0,0,1,0,0,1,1,0,1,1,2,2,1,0,1,1,0,0,1,0,1,1,2,1,0,1,0,0,2,0,1,0,1,1,0,2,0,2,0,1,1,0,1,1,1,0,1,2,2,2,0,1,0,0,0,1,0,1,0,3,1,0,2,0,3,0,1,1,1,0,0,0,1,0,1,0,1,1,0
6174,1,0,2,4,3,2,0,2,2,0,2,0,1,0,1,1,4,0,1,1,2,2,2,1,2,0,3,1,3,2,1,1,1,2,1,2,2,5,2,2,1,1,3,3,0,3,4,2,0,3,1,6,2,2,1,1,4,6,1,4,1,5,5,5,6,3,3,2,3,2,1,1,0,2,2,2,1,5,1,0,1,0,0,0,1,0,0,1,0,2,3,0,1,0,2,0,1,0,0,0,0,2,1,2,1,0,0,2,0,0,1,0,3,1,2,0,0,0,3,0,0,0,1,0,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,1,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
6175,1,4,4,4,4,4,1,1,1,0,2,1,1,2,1,0,1,0,0,1,2,1,0,2,1,0,1,1,2,2,0,3,2,2,3,0,2,3,0,2,1,3,2,1,2,0,2,2,3,1,2,2,2,0,1,1,2,1,0,1,0,3,1,4,2,2,0,2,2,1,1,1,0,1,0,0,2,0,0,2,3,1,0,0,1,1,1,0,0,2,2,1,0,1,1,0,0,0,2,1,0,0,1,1,1,1,1,0,0,0,1,1,0,2,2,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,2,0,1,1,3,0,0,0,1,0,0,0,1
6176,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,2,1,3,1,2,4,1,7,4,3,5,3,2,2,0,0,0,0,0,0,1,1,1,0,1,2,2,0,0,0,1,0,0,1,2,0,0,3,1,0,0,1,0,1,0,0,2,2,0,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0
6177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6180,2,5,2,5,0,3,3,0,2,4,2,1,2,3,0,1,3,3,2,1,2,1,1,0,1,1,2,1,3,1,5,3,1,2,1,0,1,3,4,1,2,3,0,5,3,3,4,0,2,3,1,1,0,0,1,0,1,1,3,0,4,0,4,6,1,1,2,2,0,1,0,1,1,2,0,1,3,3,0,2,3,0,1,0,1,3,0,0,1,1,2,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,3,1,0,0,0,2,0,0,1,0,2,1,1,0,2,0,0,0,0,0,0,1,1,0,1,1,2,0,1,0,0,0,1,1,0,1,1,1,0,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1
